FILENAME	t1_1	t1_1m	t1_1s	t1_2	t1_2m	t1_2s	t1_3	t1_3m	t1_3s	t1_4	t1_4m	t1_4s	t1_5	t1_5m	t1_5s	t1_6	t1_6m	t1_6s	t1_7	t1_7m	t1_7mm	t1_7s	t1m_1	t1m_1m	t1m_1s	t1m_2	t1m_2m	t1m_2s	t1m_3	t1m_3m	t1m_3s	t1m_4	t1m_4m	t1m_4s	t1m_5	t1m_5m	t1m_5s	t1m_6	t1m_6m	t1m_6s	t1m_7	t1m_7m	t1m_7s	t1s_1	t1s_1m	t1s_1s	t1s_2	t1s_2m	t1s_2s	t1s_3	t1s_3m	t1s_3s	t1s_4	t1s_4m	t1s_4s	t1s_5	t1s_5m	t1s_5s	t1s_6	t1s_6m	t1s_6s	t1s_7	t1s_7m	t1s_7s	t2_1	t2_1m	t2_1s	t2_2	t2_2m	t2_2s	t2_3	t2_3m	t2_3s	t2_4	t2_4m	t2_4s	t2_5	t2_5m	t2_5s	t2_6	t2_6m	t2_6s	t2_7	t2_7m	t2_7s	t2m_1	t2m_1m	t2m_1s	t2m_2	t2m_2m	t2m_2s	t2m_3	t2m_3m	t2m_3s	t2m_4	t2m_4m	t2m_4s	t2m_5	t2m_5m	t2m_5s	t2m_6	t2m_6m	t2m_6s	t2m_7	t2m_7m	t2m_7s	t2s_1	t2s_1m	t2s_1s	t2s_2	t2s_2m	t2s_2s	t2s_3	t2s_3m	t2s_3s	t2s_4	t2s_4m	t2s_4s	t2s_5	t2s_5m	t2s_5s	t2s_6	t2s_6m	t2s_6s	t2s_7	t2s_7m	t2s_7s	t3_1	t3_1m	t3_1s	t3_2	t3_2m	t3_2s	t3_3	t3_3m	t3_3s	t3_4	t3_4m	t3_4s	t3_5	t3_5m	t3_5s	t3_6	t3_6m	t3_6s	t3_7	t3_7m	t3_7s	t3m_1	t3m_1m	t3m_1s	t3m_2	t3m_2m	t3m_2s	t3m_3	t3m_3m	t3m_3s	t3m_4	t3m_4m	t3m_4s	t3m_5	t3m_5m	t3m_5s	t3m_6	t3m_6m	t3m_6s	t3m_7	t3m_7m	t3m_7s	t3s_1	t3s_1m	t3s_1s	t3s_2	t3s_2m	t3s_2s	t3s_3	t3s_3m	t3s_3s	t3s_4	t3s_4m	t3s_4s	t3s_5	t3s_5m	t3s_5s	t3s_6	t3s_6m	t3s_6s	t3s_7	t3s_7m	t3s_7s	t4_1	t4_1m	t4_1s	t4_2	t4_2m	t4_2s	t4_3	t4_3m	t4_3s	t4_4	t4_4m	t4_4s	t4_5	t4_5m	t4_5s	t4_6	t4_6m	t4_6s	t4_7	t4_7m	t4_7s	t4m_1	t4m_1m	t4m_1s	t4m_2	t4m_2m	t4m_2s	t4m_3	t4m_3m	t4m_3s	t4m_4	t4m_4m	t4m_4s	t4m_5	t4m_5m	t4m_5s	t4m_6	t4m_6m	t4m_6s	t4m_7	t4m_7m	t4m_7s	t4s_1	t4s_1m	t4s_1s	t4s_2	t4s_2m	t4s_2s	t4s_3	t4s_3m	t4s_3s	t4s_4	t4s_4m	t4s_4s	t4s_5	t4s_5m	t4s_5s	t4s_6	t4s_6m	t4s_6s	t4s_7	t4s_7m	t4s_7s	t5_1	t5_1m	t5_1s	t5_2	t5_2m	t5_2s	t5_3	t5_3m	t5_3s	t5_4	t5_4m	t5_4s	t5_5	t5_5m	t5_5s	t5_6	t5_6m	t5_6s	t5_7	t5_7m	t5_7s	t5m_1	t5m_1m	t5m_1s	t5m_2	t5m_2m	t5m_2s	t5m_3	t5m_3m	t5m_3s	t5m_4	t5m_4m	t5m_4s	t5m_5	t5m_5m	t5m_5s	t5m_6	t5m_6m	t5m_6s	t5m_7	t5m_7m	t5m_7s	t5s_1	t5s_1m	t5s_1s	t5s_2	t5s_2m	t5s_2s	t5s_3	t5s_3m	t5s_3s	t5s_4	t5s_4m	t5s_4s	t5s_5	t5s_5m	t5s_5s	t5s_6	t5s_6m	t5s_6s	t5s_7	t5s_7m	t5s_7s	t6_1	t6_1m	t6_1s	t6_2	t6_2m	t6_2s	t6_3	t6_3m	t6_3s	t6_4	t6_4m	t6_4s	t6_5	t6_5m	t6_5s	t6_6	t6_6m	t6_6s	t6_7	t6_7m	t6_7mm	t6_7s	t6m_1	t6m_1m	t6m_1s	t6m_2	t6m_2m	t6m_2s	t6m_3	t6m_3m	t6m_3s	t6m_4	t6m_4m	t6m_4s	t6m_5	t6m_5m	t6m_5s	t6m_6	t6m_6m	t6m_6s	t6m_7	t6m_7m	t6m_7s	t6s_1	t6s_1m	t6s_1s	t6s_2	t6s_2m	t6s_2s	t6s_3	t6s_3m	t6s_3s	t6s_4	t6s_4m	t6s_4s	t6s_5	t6s_5m	t6s_5s	t6s_6	t6s_6m	t6s_6s	t6s_7	t6s_7m	t6s_7s	t7_1	t7_1m	t7_1s	t7_2	t7_2m	t7_2s	t7_3	t7_3m	t7_3s	t7_4	t7_4m	t7_4s	t7_5	t7_5m	t7_5s	t7_6	t7_6m	t7_6s	t7_7	t7_7m	t7_7s	t7m_1	t7m_1m	t7m_1s	t7m_2	t7m_2m	t7m_2s	t7m_3	t7m_3m	t7m_3s	t7m_4	t7m_4m	t7m_4s	t7m_5	t7m_5m	t7m_5s	t7m_6	t7m_6m	t7m_6s	t7m_7	t7m_7m	t7m_7s	t7mm_6	t7mm_7m	t7s_1	t7s_1m	t7s_1s	t7s_2	t7s_2m	t7s_2s	t7s_3	t7s_3m	t7s_3s	t7s_4	t7s_4m	t7s_4s	t7s_5	t7s_5m	t7s_5s	t7s_6	t7s_6m	t7s_6s	t7s_7	t7s_7m	t7s_7s
Lalit_D3T8.txt.deg.degree	11.236	0	0	0	2.247	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.247	0	0	0	2.247	0	3.371	0	0	0	0	0	0	0	0	0	0	0	3.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.371	0	3.371	0	0	7.865	0	2.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.865	0	0	5.618	0	6.742	0	0	0	0	1.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.247	0	0	7.865	0	2.247	0	0	0	0	4.494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124	0	0	0	0	0	0	0	0	0	0	5.618	0	0	0	0	3.371	0	1.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124	0	0	0	3.371	0	0	0	0	0	0	0	0	0	0	0	2.247	0	1.124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madhuvanti_D3T9.txt.deg.degree	3.226	0	0	0	0	0	0	0	0	0	0	6.452	0	0	0	0	0	0	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.452	0	0	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	3.226	0	0	0	3.226	0	0	0	3.226	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.903	0	0	0	12.903	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	3.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malkauns_D3T10.txt.deg.degree	4.762	0	0	0	0	0	0	9.524	0	1.19	0	0	0	0	0	0	2.381	0	0	10.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.143	0	0	0	0	0	0	2.381	0	4.762	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	3.571	0	1.19	0	0	0	0	0	0	2.381	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	1.19	0	3.571	0	0	0	0	0	0	4.762	0	0	5.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.143	0	0	5.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manj_khamaj_D3T11.txt.deg.degree	3.636	0	0	4.545	0	0	0	0	0	0	0	0	0	0	0	1.818	0	0	2.727	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.455	0	0	0	0	0	4.545	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.455	0	0	0	0	0	0.909	0	0	6.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.364	0	0	0	0	0	2.727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.909	0	0	6.364	0	0	0.909	0	0	9.091	0	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.818	0	0	0.909	0	0	7.273	0	0	4.545	0	0	2.727	4.545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.636	0	0	0	0	0	0	0	0	0	0	0	0.909	0	0	0.909	0	0	1.818	0	0	0	0	0	0.909	0	0	0	0	0	0	0	0	0	0	0	5.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maru_bihag_D3T12.txt.deg.degree	0	0	0	7.143	0	0	7.143	0	0	2.381	0	0	0	0	0	0	0	0	4.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.905	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	4.762	0	0	4.762	0	0	0	0	7.143	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.143	0	0	0	0	0	7.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.143	2.381	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marva_D3T13.txt.deg.degree	1.538	0	0	0	1.538	0	0	0	0	0	0	0	0	0	0	0	0	0	1.538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.615	0	0	0	1.538	0	4.615	0	0	0	0	0	0	0	0	3.077	0	0	6.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	0	1.538	0	0	0	0	6.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	0	0	0	0	9.231	0	0	0	6.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.538	0	0	0	0	6.154	0	0	0	3.077	0	0	6.154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.231	0	0	0	0	0	0	1.538	0	0	0	4.615	0	0	4.615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Megh_D3T14.txt.deg.degree	4.688	0	0	3.125	0	0	0	0	0	3.125	0	0	0	0	0	0	0	0	0	7.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.375	0	0	12.5	0	0	0	0	0	0	0	0	4.688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.688	0	0	0	0	0	1.563	0	0	3.125	0	0	0	0	0	0	1.563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.563	0	0	6.25	0	0	0	0	0	6.25	0	0	14.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.125	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miyan_ki_malhar_D3T15.txt.deg.degree	2.381	0	0	4.762	0	0	0	0	0	1.19	0	0	1.19	0	0	1.19	0	0	0	3.571	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.952	0	0	1.19	0	0	0	0	0	2.381	0	0	3.571	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.381	0	0	0	0	0	7.143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.762	0	0	0	9.524	0	5.952	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	0	0	1.19	0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	2.381	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.571	0	0	3.571	0	0	1.19	0	0	0	0	0	2.381	0	0	0	0	0	4.762	0	0	0	1.19	0	1.19	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miyan_ki_todi_D3T16.txt.deg.degree	2.817	0	0	0	5.634	0	0	1.408	0	0	0	0	0	0	0	0	0	0	4.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.634	0	0	0	9.859	0	0	9.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408	0	0	0	8.451	0	0	2.817	0	0	0	7.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408	0	0	4.225	0	0	0	2.817	0	0	0	0	5.634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.817	1.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408	0	0	0	1.408	2.817	0	0	0	2.817	0	4.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.225	0	1.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Multani_D3T17.txt.deg.degree	11.538	0	0	0	3.846	0	0	7.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	3.846	0	0	0	15.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	11.538	0	0	0	3.846	3.846	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.692	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nayaki_kanada_D3T18.txt.deg.degree	2.632	0	0	15.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.789	0	0	5.263	0	0	0	7.895	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.263	0	0	0	5.263	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	2.632	0	0	0	0	0	2.632	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
